Date,Open,High,Low,Close,Volume,Adj Close
2016-12-22,38.689999,38.790001,38.259998,38.50,11685600,38.50
2016-12-21,39.080002,39.32,38.970001,39.150002,8263600,39.150002
2016-12-20,38.400002,39.18,38.240002,39.16,15007900,39.16
2016-12-19,38.66,38.790001,38.27,38.419998,13607200,38.419998
2016-12-16,38.619999,39.220001,38.419998,38.610001,21447400,38.610001
2016-12-15,40.00,40.00,38.25,38.41,43656200,38.41
2016-12-14,41.439999,41.529999,40.830002,40.91,19296600,40.91
2016-12-13,41.349998,41.790001,41.139999,41.470001,6500400,41.470001
2016-12-12,41.450001,41.529999,41.130001,41.299999,4451500,41.299999
